date,AAVE,ADA,APT,AR,ARB,AVAX,BTC,DOT,DYDX,ETH,FIL,GALA,JUP,LDO,LINK,POL,NEAR,OKB,ONDO,OP,RENDER,SOL,TAO,TIA,GRAM,TRX,UNI,ZEC,INJ,XLM,LTC,RON,XRP,GLM,BCH,ICP,ETHFI,PENDLE,ONT,BNB,CFG,FET,GT,RAY
2022-08-05,332.77,0.3949,2.62,0.1128,0.0612,14.86,4619.0,3.96,0.3603,17.27,141.08,0.00352345,,0.6495,0.332,0.0225,4.05,0.8869,,0.7986,0.1113,3.03,,,0.3188,0.00165739,10.71,2065.05,1.827,0.1257,63.14,0.448,0.3757,0.2965,139.5,8.01,,,0.299,317.6,0.06179,0.0995,4.7602,0.854
2022-08-12,352.15,0.4211,2.54,0.1019,0.0596,12.89,4886.66,3.62,0.3745,17.76,142.86,0.00312101,,0.5937,0.3438,0.0217,4.09,0.8854,,0.7436,0.1117,2.8,,,0.2881,0.00152284,10.41,2060.5,1.839,0.111,55.67,0.348,0.3449,0.2633,119.7,6.45,,,0.2536,301.9,0.05271,0.0888,5.0549,0.712
2022-08-19,348.92,0.4487,2.57,0.0959,0.0616,11.95,5117.99,3.63,0.3609,18.47,141.64,0.00297218,,0.5984,0.335,0.0223,3.96,0.8261,,0.7312,0.1141,2.63,,,0.2718,0.00149277,10.67,2004.04,1.501,0.1027,53.41,0.32,0.3224,0.2439,112.6,6.29,,,0.2412,276.5,0.05286,0.0778,4.5693,0.63
2022-08-26,341.92,0.4496,2.54,0.0967,0.0581,11.59,5036.97,3.69,0.3419,18.7,140.01,0.00281855,,0.6152,0.327,0.0229,4.05,0.8104,,0.6824,0.1047,2.58,,,0.2766,0.00141546,10.38,1850.26,1.601,0.1064,60.9,0.333,0.3317,0.2367,118.3,6.69,,,0.2417,279.1,0.05179,0.0831,4.3228,0.675
2022-09-02,346.73,0.4444,2.67,0.0927,0.0582,11.18,5102.11,3.58,0.33,19.77,126.76,0.00274414,,0.6052,0.3304,0.0235,4.25,0.7714,,0.7,0.1086,2.48,,,0.2782,0.00142909,10.72,1777.0,1.87,0.1144,62.16,0.35,0.3552,0.3293,130.3,7.18,,,0.2542,295.3,0.05379,0.0949,4.2121,0.676
2022-09-09,350.57,0.4443,2.86,0.0964,0.0593,11.5,5111.83,3.68,0.3296,19.95,151.04,0.00274889,,0.5255,0.3198,0.0243,4.08,0.7887,,0.6876,0.103,2.27,,,0.2851,0.0014337,10.57,1818.73,1.447,0.1069,52.63,0.264,0.3576,0.2915,111.8,5.85,,,0.231,266.2,0.04636,0.0809,4.3301,0.551
2022-09-16,360.28,0.4291,2.95,0.1004,0.0593,12.27,5277.45,3.56,0.2917,20.73,145.41,0.00253153,,0.4985,0.348,0.023,4.26,0.7898,,0.7763,0.1052,2.24,,,0.2701,0.00136704,11.26,1826.47,1.798,0.1173,52.53,0.249,0.4917,0.2706,113.5,5.9,,,0.2219,274.3,0.04285,0.0801,4.1187,0.555
2022-09-23,334.28,0.3978,2.83,0.1125,0.0642,12.72,4834.51,3.4,0.2815,20.94,136.0,0.00242562,,0.4629,0.3327,0.0217,4.42,0.8413,,0.6957,0.1015,2.18,,,0.2832,0.00136892,10.9,1741.69,1.565,0.1185,51.82,0.251,0.4485,0.2614,114.3,5.91,,,0.2185,284.7,0.04148,0.0789,4.2146,0.552
2022-09-30,327.44,0.4065,3.2,0.113,0.062,12.06,4670.49,3.47,0.2895,20.84,134.95,0.00234588,,0.4035,0.3108,0.0221,4.47,0.7957,,0.6647,0.0203,2.03,,,0.2804,0.00133637,9.43,1763.98,1.915,0.1287,53.9,0.255,0.5325,0.2678,117.2,5.85,,,0.2279,278.2,0.04189,0.0826,4.2724,0.549
2022-10-07,327.86,0.3739,2.97,0.0965,0.0667,10.63,4567.67,3.34,0.27,19.99,130.98,0.00239737,,0.4103,0.2857,0.0202,4.59,0.8299,,0.7195,0.0205,1.92,,,0.2826,0.0013392,9.51,1893.34,1.904,0.1135,51.43,0.247,0.4766,0.2505,110.3,4.99,,,0.2088,272.5,0.03748,0.0853,4.3572,0.493
2022-10-14,310.46,0.3712,2.64,0.0845,0.0676,11.5,4487.73,3.45,0.2803,19.83,122.35,0.00257881,,0.3839,0.2908,0.0208,4.63,0.8652,,0.6052,0.0218,1.96,,,0.2946,0.00137,9.8,1957.87,1.936,0.112,54.03,0.243,0.4688,0.2541,110.8,5.03,,,0.2116,276.0,0.03757,0.0814,4.4351,0.497
2022-10-21,313.03,0.3616,2.68,0.079,0.0704,9.41,4302.59,3.59,0.2687,19.19,112.32,0.00240182,,0.3869,0.2995,0.0198,4.51,0.8563,,0.5451,0.0217,1.95,,,0.3157,0.00147119,9.95,1967.88,2.194,0.1112,55.35,0.288,0.4582,0.2698,116.1,5.32,,,0.2236,313.5,0.03786,0.084,4.3978,0.524
2022-10-28,323.66,0.3801,2.73,0.0758,0.0716,10.64,4214.74,3.74,0.2479,19.2,123.36,0.00230873,,0.3858,0.3047,0.0205,4.77,0.7734,,0.5468,0.0226,1.75,,,0.2919,0.0015121,10.45,1952.52,2.594,0.109,68.26,0.342,0.4709,0.2818,116.7,5.21,,,0.2399,337.9,0.04289,0.0887,4.5817,0.506
2022-11-04,316.71,0.3691,2.64,0.0753,0.0706,11.77,4307.75,3.85,0.2236,19.79,116.15,0.00231524,,0.3411,0.3111,0.0215,4.72,0.801,,0.5753,0.0218,1.63,,,0.3109,0.00149276,9.56,1889.77,1.812,0.0882,57.37,0.213,0.3408,0.1966,99.6,3.946,,,0.1668,276.4,0.03033,0.0601,4.7793,0.1854
2022-11-11,323.08,0.3503,2.43,0.0785,0.0642,11.58,4069.65,3.88,0.234,19.29,114.51,0.0024671,,0.3244,0.3124,0.0219,4.82,0.757,,0.5447,0.0207,1.58,,,0.2985,0.00148513,10.21,1931.16,1.572,0.0865,62.12,0.213,0.3608,0.213,104.8,3.606,,,0.1725,264.2,0.02922,0.0571,3.5251,0.183
2022-11-18,311.94,0.3643,2.17,0.0726,0.0696,10.74,4086.21,3.74,0.2392,18.78,112.59,0.00263557,,0.3151,0.2987,0.0212,4.94,0.7498,,0.5115,0.0203,1.67,,,0.2909,0.00143231,9.57,1802.35,1.579,0.0902,74.92,0.228,0.3962,0.2202,111.2,3.898,,,0.1825,307.6,0.02895,0.0621,3.4871,0.2144
2022-11-25,292.24,0.3765,2.17,0.0747,0.0623,10.53,4169.91,3.6,0.2426,18.37,119.64,0.00299142,,0.325,0.3179,0.0236,4.88,0.7891,,0.5031,0.0202,1.78,,,0.2872,0.00144286,9.77,1858.68,1.631,0.0877,77.07,0.243,0.3895,0.2229,111.0,4.347,,,0.1849,291.8,0.02856,0.0633,3.6699,0.1982
2022-12-02,308.57,0.3893,2.13,0.0734,0.0671,10.53,4197.25,3.55,0.2494,19.11,124.63,0.00273247,,0.3468,0.3293,0.0234,5.52,0.813,,0.5671,0.0207,1.97,,,0.2998,0.00151556,10.71,1970.9,1.62,0.0838,76.5,0.274,0.3809,0.2284,106.3,4.221,,,0.1879,284.4,0.02765,0.104,3.6086,0.1881
2022-12-09,327.09,0.3822,2.6,0.0734,0.0715,12.03,4418.14,3.64,0.2453,20.14,125.17,0.0027068,,0.3679,0.323,0.0229,5.94,0.8207,,0.5623,0.0203,1.95,,,0.2934,0.00152028,10.39,1941.39,1.409,0.0764,64.37,0.274,0.3499,0.2284,102.0,3.68,,,0.1879,251.0,0.02765,0.0878,3.5981,0.1556
2022-12-16,329.8,0.4118,2.57,0.0753,0.0745,10.93,4730.12,3.77,0.248,21.86,127.87,0.00290404,,0.4094,0.3536,0.0249,6.05,0.8444,,0.6375,0.0196,2.03,,,0.3101,0.00168769,11.85,1974.17,1.311,0.0739,69.15,0.267,0.3457,0.1949,101.4,3.766,,,0.1573,243.24,0.0228,0.0951,3.3823,0.1482
2022-12-23,309.19,0.4512,2.34,0.0785,0.0838,12.2,4570.33,3.91,0.2317,23.46,124.22,0.00317979,,0.433,0.3918,0.0217,5.93,0.8894,,0.5952,0.0202,1.96,,,0.3152,0.00173543,11.46,2035.57,1.274,0.0726,70.91,0.268,0.3387,0.1778,96.8,4.021,,,0.1542,244.53,0.02196,0.0915,3.406,0.1389
2022-12-30,316.35,0.4781,1.99,0.0798,0.0879,13.22,4908.44,4.07,0.2229,24.12,121.15,0.00290874,,0.4409,0.3492,0.0225,5.88,0.9108,,0.5922,0.0203,2.19,,,0.3054,0.00176185,12.28,2062.94,1.415,0.0773,78.68,0.315,0.3452,0.1845,103.7,4.115,,,0.1611,266.88,0.02304,0.14,3.0164,0.1527
2023-01-06,317.92,0.5131,2.06,0.0799,0.0861,12.6,4850.0,4.14,0.2108,25.32,132.53,0.00325267,,0.4492,0.38,0.0234,6.21,0.952,,0.6277,0.0199,2.09,30.0,2.0,0.2722,0.00173532,12.65,2129.98,1.653,0.088,87.37,0.423,0.3845,0.2234,124.8,5.148,,,0.1994,302.87,0.02812,0.2277,3.2033,0.2383
2023-01-13,313.36,0.5105,2.34,0.0859,0.0907,13.25,5132.79,4.38,0.2314,26.25,144.23,0.00277653,,0.5068,0.3712,0.0254,6.31,0.9877,,0.6489,0.0195,2.28,29.71,2.19,0.2988,0.00167303,12.3,2195.02,1.94,0.091,87.58,0.548,0.4004,0.2313,128.6,5.542,,,0.204,303.46,0.02871,0.2657,3.8334,0.2287
2023-01-20,336.73,0.4928,2.53,0.0878,0.0964,12.52,5217.53,4.7,0.227,28.51,141.71,0.00299053,,0.5087,0.3991,0.0276,6.18,1.04,,0.6871,0.0182,2.49,51.01,2.46,0.3252,0.00168158,12.91,2176.4,2.524,0.0944,94.84,1.059,0.4134,0.2478,136.6,6.239,,,0.2181,318.43,0.06358,0.2891,4.0504,0.2502
2023-01-27,349.04,0.5409,2.73,0.0888,0.1033,13.78,5673.67,4.64,0.2229,29.87,153.27,0.00267892,,0.5388,0.4188,0.0298,6.17,1.1,,0.7416,0.0178,2.56,76.46,2.82,0.3591,0.00173857,12.79,2224.87,3.603,0.0909,96.63,0.831,0.3984,0.2534,134.4,5.621,,,0.2269,326.88,0.06223,0.4498,4.3305,0.2483
2023-02-03,349.67,0.5727,3.1,0.1012,0.1116,14.77,5530.8,4.86,0.2191,30.25,155.58,0.00264628,,0.5377,0.4683,0.031,6.65,1.14,,0.7605,0.0166,2.51,66.52,2.79,0.3281,0.00177024,13.05,2266.94,3.347,0.0851,92.51,0.835,0.3747,0.2465,122.9,5.51,,,0.2304,312.75,0.05624,0.3982,4.294,0.2782
2023-02-10,377.92,0.579,3.06,0.105,0.1166,15.99,5727.05,5.05,0.2135,32.56,169.29,0.00265296,,0.528,0.4955,0.0301,7.55,1.26,,0.7759,0.016,2.66,67.81,3.2,0.3289,0.00180645,12.84,2305.67,4.162,0.0905,97.43,0.872,0.3863,0.2641,136.0,7.348,,,0.2587,316.77,0.18277,0.4142,4.3274,0.3147
2023-02-17,411.28,0.6126,3.42,0.1078,0.1346,16.36,5722.69,5.21,0.2132,32.26,172.24,0.00276822,,0.5578,0.4885,0.03,8.11,1.28,,0.7749,0.0152,2.78,74.11,4.01,0.3451,0.00182195,13.13,2390.75,3.779,0.089,95.27,0.794,0.3779,0.2719,136.3,6.242,,,0.2507,304.45,0.22415,0.4337,4.6089,0.2867
2023-02-24,393.03,0.657,3.7,0.1029,0.1399,16.33,6317.12,5.38,0.1987,27.71,173.85,0.00312442,,0.5806,0.5192,0.0276,8.65,1.32,,0.7812,0.0146,2.97,81.32,3.92,0.3713,0.00186149,14.14,2380.92,3.344,0.0827,89.93,0.744,0.3668,0.2493,124.0,5.339,,,0.2268,291.14,0.20457,0.4317,5.4175,0.2812
2023-03-03,405.39,0.6901,3.88,0.1056,0.1393,16.29,4779.13,5.88,0.181,30.46,182.87,0.00318454,,0.6311,0.5738,0.0267,9.78,1.35,,0.7848,0.0151,3.22,83.59,4.23,0.3837,0.00193767,13.63,2256.75,3.696,0.0822,76.26,0.632,0.3714,0.2047,120.2,5.226,,,0.1879,273.77,0.14321,0.3799,4.9959,0.2531
2023-03-10,422.35,0.7442,3.89,0.1117,0.1526,17.5,5209.95,5.85,0.1902,30.92,185.69,0.00334432,,0.6741,0.4992,0.0272,11.69,1.42,,0.8123,0.0145,3.64,84.83,4.25,0.4172,0.00208396,13.35,2163.22,4.28,0.0877,83.98,1.024,0.3857,0.2516,135.7,5.407,,,0.248,339.71,0.40093,0.4196,4.8614,0.2623
2023-03-17,463.67,0.7766,3.97,0.1115,0.171,19.86,5487.33,5.85,0.1869,32.13,194.94,0.00346241,,0.664,0.5044,0.0298,12.71,1.35,,0.8601,0.0136,3.66,81.97,3.85,0.447,0.00206418,14.94,2251.49,4.063,0.0918,93.32,1.073,0.4479,0.2372,124.7,4.985,,,0.228,326.78,0.33465,0.3724,5.4735,0.2474
2023-03-24,467.38,0.7413,4.0,0.123,0.1574,17.69,5697.46,6.17,0.1889,33.01,203.89,0.00384145,,0.6988,0.5355,0.0278,11.96,1.41,,0.8334,0.0145,3.76,91.35,3.69,0.442,0.00215006,14.92,2417.21,5.157,0.1066,92.77,0.972,0.518,0.2384,123.0,5.065,,,0.2356,313.24,0.36704,0.3491,5.1376,0.252
2023-03-31,489.35,0.7973,4.3,0.1308,0.1576,20.07,6091.79,5.91,0.1915,32.57,210.42,0.00336854,,0.7273,0.5395,0.0275,12.13,1.48,,0.9294,0.0141,3.65,102.29,3.48,0.4627,0.00206493,16.21,2255.25,5.701,0.1048,90.58,1.096,0.5054,0.2472,125.6,5.015,,,0.2631,310.66,0.36866,0.3438,5.0962,0.2364
2023-04-07,521.27,0.8376,4.39,0.1309,0.1824,17.21,6167.15,6.28,0.1926,32.08,205.69,0.00382917,,0.7209,0.5329,0.0288,11.41,1.56,,0.9741,0.0142,4.03,91.35,3.49,0.4418,0.00202258,14.69,2192.56,9.309,0.1073,100.01,1.398,0.5209,0.2599,134.4,6.069,,,0.3139,345.89,0.37807,0.4053,5.3751,0.2761
2023-04-14,545.18,0.85,4.57,0.1293,0.1743,16.68,6653.9,5.91,0.1973,34.85,246.71,0.00399612,,0.7672,0.5345,0.0273,12.28,1.49,,1.03,0.0136,3.87,96.15,4.11,0.4238,0.00209443,15.85,2237.93,6.882,0.0945,86.75,1.093,0.4647,0.2362,119.8,5.417,,,0.2417,328.55,0.29058,0.3354,5.5833,0.2382
2023-04-21,495.03,0.9183,4.48,0.1223,0.179,16.83,6377.16,6.25,0.2026,38.35,235.74,0.00414684,,0.7977,0.5155,0.0271,9.73,1.62,,1.03,0.0127,3.77,103.93,4.16,0.4378,0.00211519,15.25,2128.89,7.762,0.0944,88.22,1.06,0.4705,0.2349,117.7,6.404,,,0.2414,324.25,0.32589,0.3272,5.1951,0.2356
2023-04-28,464.75,0.8265,4.25,0.1203,0.1516,16.77,6769.39,6.2,0.188,35.09,235.88,0.00409031,,0.7589,0.5396,0.0258,10.51,1.5,,1.1,0.0114,3.84,103.98,4.29,0.47,0.00220793,14.25,2211.06,7.294,0.0918,83.42,1.021,0.449,0.2295,116.1,5.543,,,0.2269,324.73,0.29,0.2897,5.2729,0.2183
2023-05-05,465.99,0.8291,3.64,0.1184,0.1355,14.94,6825.76,6.43,0.1753,34.52,227.14,0.00401005,,0.7862,0.5347,0.0257,9.97,1.42,,1.13,0.0101,4.13,110.32,3.96,0.4943,0.00223881,14.97,2127.01,6.084,0.0887,83.5,0.957,0.4253,0.2162,115.2,5.194,,,0.2013,314.0,0.28147,0.2414,5.18,0.1902
2023-05-12,489.84,0.8156,3.73,0.1168,0.1352,13.95,7328.21,5.96,0.1725,33.71,233.11,0.00396215,,0.7443,0.5456,0.0265,10.24,1.45,,1.14,0.00947886,4.19,117.92,3.97,0.5182,0.00226488,15.42,2139.79,6.737,0.0881,92.18,0.98,0.4575,0.2108,114.7,5.054,,,0.2154,309.35,0.30211,0.243,4.989,0.1972
2023-05-19,504.44,0.7823,3.89,0.1091,0.1297,14.6,7124.87,6.28,0.1637,34.52,228.1,0.00391695,,0.7192,0.564,0.0262,11.74,1.55,,0.9886,0.00915445,4.42,94.74,3.96,0.5173,0.0023591,15.46,2250.17,7.086,0.0887,91.45,1.055,0.482,0.2134,116.4,4.993,,,0.2311,308.2,0.3218,0.2681,4.8974,0.2004
2023-05-26,459.34,0.7974,3.96,0.1075,0.1233,13.98,7621.59,5.84,0.1497,33.5,240.94,0.00406765,,0.7312,0.5631,0.027,12.46,1.58,,0.99,0.00883748,4.65,96.1,3.99,0.4653,0.00221803,13.77,2185.49,7.809,0.0913,94.19,1.121,0.5359,0.2075,115.7,4.794,,,0.227,306.56,0.27058,0.2708,4.854,0.2173
2023-06-02,442.48,0.8241,3.67,0.0947,0.1182,14.17,7437.26,5.54,0.1491,35.4,248.68,0.00429158,,0.7085,0.5389,0.027,11.99,1.6,,0.9324,0.00901104,4.55,99.86,4.21,0.4519,0.00226006,14.18,2204.02,5.72,0.0835,77.68,0.889,0.5208,0.1717,102.8,3.655,,,0.1584,235.03,0.17913,0.183,4.2559,0.1732
2023-06-09,465.04,0.787,3.59,0.0979,0.1213,15.86,7549.44,5.38,0.1533,34.97,255.84,0.00425253,,0.6927,0.5734,0.0276,12.35,1.64,,0.9092,0.00885702,4.61,91.48,4.09,0.4423,0.00214147,14.69,2108.45,5.977,0.0795,77.19,0.849,0.4868,0.1665,107.0,3.96,,,0.1681,247.01,0.18698,0.183,4.0191,0.1703
2023-06-16,462.8,0.8444,3.79,0.1013,0.1232,17.06,7765.82,5.33,0.1525,35.06,252.32,0.00425253,,0.6904,0.5381,0.0264,12.52,1.67,,0.967,0.00873388,4.63,88.22,4.29,0.4567,0.00199733,14.39,2129.92,6.96,0.0916,88.2,0.915,0.4903,0.1895,194.3,4.328,,,0.1934,239.44,0.23185,0.2275,3.995,0.1967
2023-06-23,444.37,0.8649,4.01,0.1104,0.1336,17.02,8006.22,5.18,0.1528,36.64,270.68,0.00436445,,0.6897,0.523,0.0254,12.3,1.59,,1.01,0.0082295,4.77,99.08,4.28,0.4899,0.00186826,15.77,2122.06,8.723,0.1073,113.58,0.852,0.4845,0.1883,299.2,4.196,,,0.1988,246.12,0.2032,0.2359,4.2585,0.2026
2023-06-30,436.54,0.9047,4.08,0.1043,0.1218,18.11,7923.29,4.77,0.1515,36.12,284.85,0.00411584,,0.6974,0.5535,0.0249,11.58,1.64,,1.07,0.00793932,4.83,90.13,4.06,0.4936,0.00178743,15.57,2206.38,8.208,0.099,95.08,0.699,0.468,0.1835,265.6,4.033,,,0.1875,234.35,0.18648,0.2171,4.44,0.2037
2023-07-07,400.71,0.8965,3.67,0.1043,0.1291,16.99,7633.81,4.74,0.1619,36.4,297.03,0.00357168,,0.7076,0.5237,0.025,11.35,1.69,,1.04,0.0079722,5.4,75.95,3.85,0.4729,0.00185035,16.33,2161.58,8.872,0.1313,92.89,0.709,0.7468,0.2049,249.9,4.085,,,0.208,248.68,0.19209,0.2358,4.2784,0.2213
2023-07-14,389.89,0.9043,3.44,0.099,0.1306,14.63,7679.46,4.82,0.1729,38.78,310.54,0.00324557,,0.7277,0.5157,0.0226,10.92,1.66,,1.0,0.00842096,5.23,87.39,3.27,0.4721,0.00192156,15.05,2134.36,8.705,0.1559,93.16,0.692,0.7384,0.2088,249.5,4.215,,,0.2043,242.25,0.18509,0.2236,4.3364,0.2239
2023-07-21,404.74,0.9362,3.46,0.1063,0.1267,14.03,8517.45,5.05,0.1729,37.47,291.68,0.00299853,,0.7551,0.5334,0.0247,10.88,1.66,,1.01,0.00853728,5.36,75.09,3.27,0.469,0.00181829,16.31,2217.48,7.893,0.1565,94.03,0.738,0.7046,0.1995,253.0,4.27,,,0.1959,242.94,0.18138,0.21,4.2243,0.2048
2023-07-28,406.59,1.03,3.32,0.1171,0.1173,14.98,7318.97,5.64,0.1705,37.22,281.18,0.00297583,,0.7533,0.4955,0.0232,10.44,1.67,,0.9802,0.00793842,5.01,76.95,3.2,0.4471,0.00181998,16.15,2298.94,7.894,0.1394,82.57,0.684,0.624,0.2075,223.1,4.121,,,0.1901,243.13,0.17684,0.197,4.1686,0.2137
2023-08-04,413.18,0.8014,2.93,0.1109,0.1099,15.08,7307.99,4.89,0.1523,36.71,280.73,0.00316719,,0.7859,0.4923,0.0223,11.01,1.77,,0.979,0.00784899,5.21,74.01,3.09,0.4647,0.00180975,15.97,2310.45,7.694,0.1378,81.92,0.689,0.6256,0.2071,228.4,4.03,,,0.1975,240.37,0.17887,0.2189,4.1208,0.21
2023-08-11,397.65,0.8024,3.01,0.1103,0.1103,18.12,7478.82,5.05,0.1454,36.44,270.76,0.00306169,,0.7096,0.4344,0.023,10.47,1.66,,0.8725,0.00831526,5.37,86.55,2.98,0.4648,0.00189032,15.36,2523.66,7.727,0.1297,65.25,0.583,0.5384,0.1812,188.9,3.586,,,0.1631,216.21,0.1297,0.2048,4.0988,0.1919
2023-08-18,402.21,0.8089,3.17,0.1039,0.117,18.54,6975.43,5.17,0.1541,34.46,270.23,0.00311746,,0.7389,0.472,0.0261,10.79,1.54,,0.8877,0.00811124,5.53,82.41,3.26,0.4554,0.00188442,15.79,2571.5,6.949,0.121,65.39,0.5536,0.5236,0.1701,197.8,3.492,,,0.1595,218.52,0.12353,0.2102,3.8954,0.1814
2023-08-25,427.69,0.8965,3.12,0.1046,0.1291,17.67,6468.42,4.73,0.1552,34.43,252.55,0.00325055,,0.7768,0.4774,0.0281,10.78,1.56,,0.8802,0.00836172,5.52,76.75,3.45,0.4473,0.0017654,16.16,2565.58,6.814,0.1187,63.93,0.522,0.5047,0.1654,196.1,3.257,,,0.1529,213.79,0.12141,0.2591,3.8572,0.1756
2023-09-01,421.98,0.9148,3.38,0.1098,0.1313,16.99,6367.8,5.12,0.1557,34.85,259.47,0.00345875,,0.8104,0.4666,0.0296,11.61,1.51,,0.8763,0.00734555,5.43,83.48,3.89,0.4698,0.00173582,15.04,2716.27,6.643,0.1338,61.11,0.5031,0.4969,0.1657,190.3,3.094,,,0.1568,212.84,0.1203,0.231,3.9106,0.1714
2023-09-08,418.45,0.874,3.05,0.0996,0.1379,15.95,6217.72,5.46,0.1425,34.59,267.95,0.00346969,,0.8179,0.4746,0.03,12.02,1.39,,0.8795,0.00685564,5.66,79.72,3.55,0.4594,0.00182958,16.66,2831.39,7.028,0.1161,63.55,0.4865,0.4925,0.1748,209.9,2.929,,,0.1666,216.16,0.12168,0.2256,3.845,0.1727
2023-09-15,434.91,0.9062,2.9,0.1024,0.1236,16.23,6475.18,5.72,0.1514,34.89,275.87,0.00321251,,0.7987,0.5027,0.0289,12.66,1.45,,0.8943,0.00695636,5.7,71.39,3.67,0.4644,0.00182379,16.38,2735.27,6.912,0.1123,63.58,0.4684,0.5021,0.174,204.7,2.922,,,0.1711,210.66,0.12475,0.2154,3.8551,0.1741
2023-09-22,430.61,0.9136,2.72,0.1023,0.1269,14.31,6487.69,6.27,0.1556,34.25,251.99,0.00356465,,0.8593,0.5224,0.0289,11.58,1.49,,0.9738,0.00673946,5.58,69.76,3.59,0.4612,0.00180401,15.44,2485.31,7.947,0.1143,68.19,0.464,0.5241,0.1871,242.3,3.305,,,0.1741,215.64,0.13253,0.2349,3.8659,0.1804
2023-09-29,425.79,0.9421,2.73,0.1016,0.1318,15.4,6329.5,6.12,0.1526,35.74,251.03,0.00325783,,0.7791,0.5219,0.0283,11.58,1.51,,0.8549,0.00695671,5.64,74.35,3.3,0.4695,0.00189891,15.46,2664.7,7.734,0.1107,65.34,0.4406,0.5174,0.188,227.8,3.091,,,0.168,211.55,0.12601,0.2186,3.7331,0.174
2023-10-06,406.16,0.9453,2.96,0.0997,0.1394,14.88,6674.82,6.04,0.1509,37.08,259.78,0.00333583,,0.7747,0.5622,0.0292,12.29,1.54,,0.9338,0.00659178,5.66,80.92,2.98,0.4921,0.001946,14.52,2754.94,7.807,0.1063,61.63,0.4104,0.4874,0.1805,215.1,3.151,,,0.163,209.34,0.1151,0.2119,3.6808,0.1639
2023-10-13,426.69,0.9492,2.95,0.1066,0.1355,13.94,7034.15,6.55,0.1472,36.91,263.19,0.00308452,,0.7885,0.5834,0.0296,11.12,1.67,,0.8571,0.00649857,5.83,80.92,2.81,0.4922,0.0018599,14.93,2760.08,9.228,0.1108,65.26,0.4176,0.5226,0.1997,243.4,3.233,,,0.1753,214.13,0.10567,0.2323,3.6844,0.1813
2023-10-20,471.3,0.9066,2.99,0.1082,0.1295,15.58,6991.6,5.71,0.1345,36.97,272.13,0.00316473,,0.7772,0.5641,0.0301,11.38,1.52,,0.8806,0.00657508,5.5,84.34,3.25,0.5096,0.00186483,14.79,2660.22,13.918,0.1157,68.79,0.5137,0.5561,0.2142,246.1,4.025,,,0.2041,226.41,0.15528,0.3658,3.7437,0.1953
2023-10-27,472.0,0.9279,3.44,0.1169,0.132,16.05,7267.26,6.09,0.1288,37.93,276.93,0.00355237,,0.8373,0.5817,0.0309,11.93,1.58,,0.8953,0.00619737,5.76,87.0,3.37,0.5797,0.00179466,15.66,2826.03,16.119,0.1255,71.6,0.584,0.6607,0.2276,237.5,4.06,,,0.2227,240.7,0.1619,0.3653,3.8182,0.2603
2023-11-03,479.65,1.07,3.62,0.1309,0.1457,16.85,7651.46,6.5,0.1268,40.98,274.83,0.00386117,,0.8559,0.6176,0.034,12.9,1.68,,0.9422,0.00594404,6.79,89.5,3.62,0.5283,0.00186535,17.68,2935.31,17.289,0.1244,74.88,0.787,0.6613,0.248,236.6,4.672,,,0.2362,248.6,0.1795,0.4296,3.861,0.3716
2023-11-10,474.91,1.19,3.82,0.1278,0.1354,17.83,7870.8,6.82,0.1294,42.21,281.93,0.00362948,,0.9008,0.6602,0.0309,12.91,1.79,,0.9286,0.00639544,6.58,99.83,4.21,0.537,0.00198419,18.59,3351.79,16.732,0.121,70.54,0.811,0.6258,0.2588,230.1,4.58,,,0.2195,243.5,0.1552,0.4995,4.217,0.3895
2023-11-17,487.53,1.12,3.71,0.1374,0.1625,18.4,8094.84,7.21,0.1235,42.6,282.7,0.00360857,,0.985,0.7323,0.0336,14.13,2.0,,0.9428,0.00671405,6.61,97.61,3.37,0.5371,0.00189762,19.5,3446.46,17.076,0.1198,70.03,1.001,0.6157,0.2442,226.8,4.653,,,0.2193,231.5,0.1578,0.5145,4.221,0.3753
2023-11-24,514.91,1.22,3.8,0.1361,0.1681,18.45,7970.55,6.99,0.1313,45.1,273.46,0.00378651,,0.902,0.7334,0.0307,15.02,2.15,,1.05,0.00668155,7.03,106.71,3.26,0.529,0.00206851,22.14,3517.95,17.435,0.122,72.31,1.145,0.6229,0.2439,230.0,4.711,,,0.2261,226.9,0.1639,0.5694,4.242,0.4439
2023-12-01,520.16,1.33,4.21,0.1358,0.1786,19.29,8291.72,6.96,0.1336,48.73,304.2,0.00389145,,0.9972,0.772,0.0336,16.2,2.16,,1.15,0.0063204,7.71,105.32,3.39,0.559,0.00213192,18.76,3633.41,21.277,0.1333,77.18,1.654,0.6617,0.2612,251.1,5.577,,,0.2477,240.1,0.1911,0.5188,4.271,0.7403
2023-12-08,501.48,1.28,4.21,0.1376,0.1883,18.82,7980.99,8.12,0.1339,47.58,289.12,0.004328,,0.9641,0.7509,0.0362,17.45,2.34,,1.05,0.00642007,8.07,122.4,3.37,0.598,0.00215117,18.06,3691.66,30.643,0.1221,71.18,1.613,0.6103,0.2405,225.9,10.508,,,0.2314,242.3,0.1893,0.6352,4.752,0.8663
2023-12-15,499.7,1.35,4.2,0.1339,0.1948,20.67,8427.26,8.55,0.1295,43.81,317.04,0.00437855,,0.8827,0.7478,0.037,18.86,2.22,,1.06,0.00633135,8.86,122.4,3.19,0.6133,0.00208492,16.27,3923.74,40.584,0.1258,71.12,1.763,0.6121,0.2479,228.9,9.795,,,0.2422,269.5,0.1947,0.7428,5.111,1.6221
