date,AAVE,ADA,APT,AVAX,BTC,DOT,DYDX,ETH,FIL,JUP,LINK,POL,NEAR,OKB,ONDO,RENDER,SOL,GRAM,TRX,UNI,ZEC,INJ,XLM,LTC,XRP,GLM,BCH,ICP,BNB,RAY,GT,PENDLE,HBAR,ETHFI,HYPE
2023-06-09,465.04,0.787,3.59,15.86,7549.44,5.38,0.1533,34.97,255.84,,0.5734,0.0276,12.35,1.64,,0.00885702,4.61,0.4423,0.00214147,14.69,2108.45,5.977,0.0795,77.19,0.4868,0.1665,107.0,3.96,247.01,0.1703,3.995,0.53709,0.045262,,
2023-06-16,462.8,0.8444,3.79,17.06,7765.82,5.33,0.1525,35.06,252.32,,0.5381,0.0264,12.52,1.67,,0.00873388,4.63,0.4567,0.00199733,14.39,2129.92,6.96,0.0916,88.2,0.4903,0.1895,194.3,4.328,239.44,0.1967,4.2585,0.70767,0.051942,,
2023-06-23,444.37,0.8649,4.01,17.02,8006.22,5.18,0.1528,36.64,270.68,,0.523,0.0254,12.3,1.59,,0.0082295,4.77,0.4899,0.00186826,15.77,2122.06,8.723,0.1073,113.58,0.4845,0.1883,299.2,4.196,246.12,0.2026,4.44,0.97962,0.050063,,
2023-06-30,436.54,0.9047,4.08,18.11,7923.29,4.77,0.1515,36.12,284.85,,0.5535,0.0249,11.58,1.64,,0.00793932,4.83,0.4936,0.00178743,15.57,2206.38,8.208,0.099,95.08,0.468,0.1835,265.6,4.033,234.35,0.2037,4.2784,0.87562,0.047014,,
2023-07-07,400.71,0.8965,3.67,16.99,7633.81,4.74,0.1619,36.4,297.03,,0.5237,0.025,11.35,1.69,,0.0079722,5.4,0.4729,0.00185035,16.33,2161.58,8.872,0.1313,92.89,0.7468,0.2049,249.9,4.085,248.68,0.2213,4.3364,0.87386,0.050675,,
2023-07-14,389.89,0.9043,3.44,14.63,7679.46,4.82,0.1729,38.78,310.54,,0.5157,0.0226,10.92,1.66,,0.00842096,5.23,0.4721,0.00192156,15.05,2134.36,8.705,0.1559,93.16,0.7384,0.2088,249.5,4.215,242.25,0.2239,4.2243,0.76108,0.05348,,
2023-07-21,404.74,0.9362,3.46,14.03,8517.45,5.05,0.1729,37.47,291.68,,0.5334,0.0247,10.88,1.66,,0.00853728,5.36,0.469,0.00181829,16.31,2217.48,7.893,0.1565,94.03,0.7046,0.1995,253.0,4.27,242.94,0.2048,4.1686,0.70859,0.052978,,
2023-07-28,406.59,1.03,3.32,14.98,7318.97,5.64,0.1705,37.22,281.18,,0.4955,0.0232,10.44,1.67,,0.00793842,5.01,0.4471,0.00181998,16.15,2298.94,7.894,0.1394,82.57,0.624,0.2075,223.1,4.121,243.13,0.2137,4.1208,0.73535,0.057746,,
2023-08-04,413.18,0.8014,2.93,15.08,7307.99,4.89,0.1523,36.71,280.73,,0.4923,0.0223,11.01,1.77,,0.00784899,5.21,0.4647,0.00180975,15.97,2310.45,7.694,0.1378,81.92,0.6256,0.2071,228.4,4.03,240.37,0.21,4.0988,0.71015,0.056965,,
2023-08-11,397.65,0.8024,3.01,18.12,7478.82,5.05,0.1454,36.44,270.76,,0.4344,0.023,10.47,1.66,,0.00831526,5.37,0.4648,0.00189032,15.36,2523.66,7.727,0.1297,65.25,0.5384,0.1812,188.9,3.586,216.21,0.1919,3.8954,0.55484,0.061376,,
2023-08-18,402.21,0.8089,3.17,18.54,6975.43,5.17,0.1541,34.46,270.23,,0.472,0.0261,10.79,1.54,,0.00811124,5.53,0.4554,0.00188442,15.79,2571.5,6.949,0.121,65.39,0.5236,0.1701,197.8,3.492,218.52,0.1814,3.8572,0.62133,0.05824,,
2023-08-25,427.69,0.8965,3.12,17.67,6468.42,4.73,0.1552,34.43,252.55,,0.4774,0.0281,10.78,1.56,,0.00836172,5.52,0.4473,0.0017654,16.16,2565.58,6.814,0.1187,63.93,0.5047,0.1654,196.1,3.257,213.79,0.1756,3.9106,0.61151,0.048587,,
2023-09-01,421.98,0.9148,3.38,16.99,6367.8,5.12,0.1557,34.85,259.47,,0.4666,0.0296,11.61,1.51,,0.00734555,5.43,0.4698,0.00173582,15.04,2716.27,6.643,0.1338,61.11,0.4969,0.1657,190.3,3.094,212.84,0.1714,3.845,0.58264,0.047826,,
2023-09-08,418.45,0.874,3.05,15.95,6217.72,5.46,0.1425,34.59,267.95,,0.4746,0.03,12.02,1.39,,0.00685564,5.66,0.4594,0.00182958,16.66,2831.39,7.028,0.1161,63.55,0.4925,0.1748,209.9,2.929,216.16,0.1727,3.8551,0.59507,0.049567,,
2023-09-15,434.91,0.9062,2.9,16.23,6475.18,5.72,0.1514,34.89,275.87,,0.5027,0.0289,12.66,1.45,,0.00695636,5.7,0.4644,0.00182379,16.38,2735.27,6.912,0.1123,63.58,0.5021,0.174,204.7,2.922,210.66,0.1741,3.8659,0.61951,0.04987,,
2023-09-22,430.61,0.9136,2.72,14.31,6487.69,6.27,0.1556,34.25,251.99,,0.5224,0.0289,11.58,1.49,,0.00673946,5.58,0.4612,0.00180401,15.44,2485.31,7.947,0.1143,68.19,0.5241,0.1871,242.3,3.305,215.64,0.1804,3.7331,0.76581,0.050696,,
2023-09-29,425.79,0.9421,2.73,15.4,6329.5,6.12,0.1526,35.74,251.03,,0.5219,0.0283,11.58,1.51,,0.00695671,5.64,0.4695,0.00189891,15.46,2664.7,7.734,0.1107,65.34,0.5174,0.188,227.8,3.091,211.55,0.174,3.6808,0.68049,0.048077,,
2023-10-06,406.16,0.9453,2.96,14.88,6674.82,6.04,0.1509,37.08,259.78,,0.5622,0.0292,12.29,1.54,,0.00659178,5.66,0.4921,0.001946,14.52,2754.94,7.807,0.1063,61.63,0.4874,0.1805,215.1,3.151,209.34,0.1639,3.6844,0.63904,0.046808,,
2023-10-13,426.69,0.9492,2.95,13.94,7034.15,6.55,0.1472,36.91,263.19,,0.5834,0.0296,11.12,1.67,,0.00649857,5.83,0.4922,0.0018599,14.93,2760.08,9.228,0.1108,65.26,0.5226,0.1997,243.4,3.233,214.13,0.1813,3.7437,0.77121,0.050017,,
2023-10-20,471.3,0.9066,2.99,15.58,6991.6,5.71,0.1345,36.97,272.13,,0.5641,0.0301,11.38,1.52,,0.00657508,5.5,0.5096,0.00186483,14.79,2660.22,13.918,0.1157,68.79,0.5561,0.2142,246.1,4.025,226.41,0.1953,3.8182,0.89241,0.052497,,
2023-10-27,472.0,0.9279,3.44,16.05,7267.26,6.09,0.1288,37.93,276.93,,0.5817,0.0309,11.93,1.58,,0.00619737,5.76,0.5797,0.00179466,15.66,2826.03,16.119,0.1255,71.6,0.6607,0.2276,237.5,4.06,240.7,0.2603,3.861,0.9486,0.05603,,
2023-11-03,479.65,1.07,3.62,16.85,7651.46,6.5,0.1268,40.98,274.83,,0.6176,0.034,12.9,1.68,,0.00594404,6.79,0.5283,0.00186535,17.68,2935.31,17.289,0.1244,74.88,0.6613,0.248,236.6,4.672,248.6,0.3716,4.217,1.0859,0.062197,,
2023-11-10,474.91,1.19,3.82,17.83,7870.8,6.82,0.1294,42.21,281.93,,0.6602,0.0309,12.91,1.79,,0.00639544,6.58,0.537,0.00198419,18.59,3351.79,16.732,0.121,70.54,0.6258,0.2588,230.1,4.58,243.5,0.3895,4.221,1.1443,0.062431,,
2023-11-17,487.53,1.12,3.71,18.4,8094.84,7.21,0.1235,42.6,282.7,,0.7323,0.0336,14.13,2.0,,0.00671405,6.61,0.5371,0.00189762,19.5,3446.46,17.076,0.1198,70.03,0.6157,0.2442,226.8,4.653,231.5,0.3753,4.242,1.0379,0.06294,,
2023-11-24,514.91,1.22,3.8,18.45,7970.55,6.99,0.1313,45.1,273.46,,0.7334,0.0307,15.02,2.15,,0.00668155,7.03,0.529,0.00206851,22.14,3517.95,17.435,0.122,72.31,0.6229,0.2439,230.0,4.711,226.9,0.4439,4.271,1.103,0.06233,,
2023-12-01,520.16,1.33,4.21,19.29,8291.72,6.96,0.1336,48.73,304.2,,0.772,0.0336,16.2,2.16,,0.0063204,7.71,0.559,0.00213192,18.76,3633.41,21.277,0.1333,77.18,0.6617,0.2612,251.1,5.577,240.1,0.7403,4.752,1.2504,0.07514,,
2023-12-08,501.48,1.28,4.21,18.82,7980.99,8.12,0.1339,47.58,289.12,,0.7509,0.0362,17.45,2.34,,0.00642007,8.07,0.598,0.00215117,18.06,3691.66,30.643,0.1221,71.18,0.6103,0.2405,225.9,10.508,242.3,0.8663,5.111,1.0825,0.07859,,
2023-12-15,499.7,1.35,4.2,20.67,8427.26,8.55,0.1295,43.81,317.04,,0.7478,0.037,18.86,2.22,,0.00633135,8.86,0.6133,0.00208492,16.27,3923.74,40.584,0.1258,71.12,0.6121,0.2479,228.9,9.795,269.5,1.6221,5.11,1.1871,0.09028,,
2023-12-22,477.54,1.42,4.37,20.24,8604.02,8.56,0.1327,46.36,319.11,,0.7276,0.0384,19.45,2.36,,0.00636799,8.45,0.5958,0.00211348,17.0,3956.05,35.755,0.129,72.83,0.6156,0.239,259.7,13.286,315.8,1.2601,5.107,1.1869,0.08597,,
2023-12-29,508.42,1.27,4.35,20.85,8991.48,9.26,0.1337,48.54,350.14,,0.7222,0.0402,19.93,2.63,,0.00636606,8.97,0.6067,0.00205378,16.64,3668.87,36.466,0.1152,64.27,0.5515,0.2263,232.5,11.276,305.6,1.1748,5.022,1.2487,0.07528,,
2024-01-05,514.84,1.36,4.2,20.37,8863.19,10.35,0.1336,48.51,342.94,0.6,0.7083,0.0387,19.33,2.74,0.1,0.00598312,9.76,0.5995,0.00208686,16.01,3827.73,36.91,0.1181,69.78,0.5763,0.218,245.7,12.598,305.2,1.1919,4.875,1.6211,0.07704,,
2024-01-12,508.09,1.4,4.36,20.33,8568.87,9.02,0.1285,53.55,356.24,0.7484,0.6974,0.0388,20.68,2.84,0.1198,0.00574218,10.17,0.6353,0.00212281,15.25,3978.07,35.95,0.1156,71.75,0.5464,0.2245,236.9,11.107,318.7,1.2297,4.746,2.3111,0.07547,,
2024-01-19,520.3,1.6,5.05,21.21,9248.68,9.47,0.1199,53.29,358.1,0.8794,0.671,0.0424,20.28,2.93,0.1855,0.00585431,10.98,0.679,0.00218726,15.73,4038.44,36.4,0.1137,68.35,0.5241,0.2113,236.9,12.339,305.2,1.2591,4.81,2.2397,0.07337,,
2024-01-26,568.26,1.66,5.9,23.98,9218.94,10.06,0.118,52.7,378.41,1.04,0.7606,0.0464,20.54,3.2,0.208,0.0056239,11.77,0.7188,0.00232981,16.47,3727.56,32.35,0.1092,66.94,0.5032,0.2016,235.2,12.739,306.1,1.0211,4.775,3.0413,0.06838,,
2024-02-02,540.8,1.72,6.36,25.41,10423.89,10.76,0.1119,54.26,427.64,1.2,0.7569,0.052,22.9,2.96,0.2103,0.00556392,12.86,0.7937,0.00249003,17.11,4093.51,35.16,0.1113,71.55,0.5261,0.2163,277.6,12.976,321.1,1.0872,4.706,3.1391,0.0783,,
2024-02-09,548.94,1.95,6.21,27.46,10594.01,11.38,0.1008,56.34,388.25,1.28,0.7903,0.0486,26.1,3.1,0.2448,0.00573383,14.18,0.8675,0.00249749,17.88,4567.65,38.88,0.1159,70.8,0.5571,0.2425,270.6,13.656,352.8,1.088,4.772,2.9342,0.08977,,
2024-02-16,537.01,2.17,5.9,25.28,10318.76,12.49,0.0935,61.89,406.82,1.36,0.856,0.0536,26.15,3.32,0.2514,0.00547606,15.99,0.9614,0.00252176,19.02,4425.1,35.82,0.1166,70.16,0.5425,0.4082,267.9,12.485,384.8,0.947,4.914,2.7717,0.10926,,
2024-02-23,523.64,2.47,6.77,28.25,10958.9,13.31,0.0906,65.2,458.88,1.41,0.8702,0.0471,28.5,3.31,0.2552,0.00521836,17.09,1.07,0.00281348,19.82,4483.75,40.69,0.1357,90.7,0.6271,0.7131,470.5,13.181,413.5,1.194,5.386,3.2941,0.11295,,
2024-03-01,563.35,2.7,6.66,30.14,11040.41,15.02,0.0951,62.73,446.19,1.4,0.9334,0.0542,28.91,3.47,0.2557,0.00459027,17.85,1.17,0.00280656,21.55,4548.9,40.11,0.1398,87.43,0.608,0.6446,423.4,14.136,521.1,1.3078,6.051,3.0236,0.12582,,
2024-03-08,532.0,2.95,7.63,35.21,12591.1,14.61,0.1055,76.92,501.55,1.46,1.01,0.0604,30.04,3.5,0.2764,0.00449554,19.29,1.15,0.00298826,22.58,4264.69,42.85,0.1322,85.93,0.6191,0.5476,402.6,12.579,588.2,2.7008,7.097,2.7965,0.11642,,
2024-03-15,627.93,3.0,7.73,35.88,12934.51,15.51,0.1081,84.35,548.99,1.48,1.08,0.0579,32.05,3.81,0.2761,0.004088,20.23,1.21,0.00308993,23.0,4436.13,36.52,0.135,89.65,0.6325,0.4996,485.1,15.129,560.2,2.2758,8.224,3.5635,0.11004,3.979,
2024-03-22,619.19,2.96,8.06,33.97,12686.67,17.29,0.1033,70.78,504.76,1.3,1.09,0.0554,34.48,3.69,0.2973,0.00437136,21.05,1.24,0.00296268,23.66,4622.16,36.78,0.1411,105.01,0.6292,0.6095,678.7,18.776,602.1,2.4606,10.598,5.5111,0.11565,6.532,
2024-03-29,627.0,2.97,7.45,33.89,13235.56,14.87,0.1042,69.83,461.38,1.15,1.14,0.0565,33.24,3.79,0.3062,0.00401359,20.44,1.26,0.00278798,23.33,4854.47,35.23,0.1293,101.21,0.5944,0.5696,684.8,17.134,584.4,2.1108,7.76,6.7294,0.10587,5.726,
2024-04-05,636.15,3.08,7.17,32.87,12827.85,14.49,0.1075,72.33,454.55,1.09,1.15,0.0548,30.55,3.78,0.3049,0.00398987,21.31,1.25,0.00278183,24.06,4776.6,26.03,0.1106,79.72,0.5033,0.389,525.7,12.881,550.2,1.5275,7.225,6.8226,0.08354,4.226,
2024-04-12,651.33,3.06,6.98,28.72,11947.51,13.64,0.1018,73.92,468.8,1.07,1.14,0.0521,31.46,3.84,0.2828,0.00389733,20.51,1.22,0.00281839,25.0,4669.98,28.27,0.1139,84.16,0.5246,0.4051,502.2,15.093,574.0,1.6895,7.028,5.8889,0.08882,3.996,
2024-04-19,644.55,3.15,6.56,23.11,11744.09,13.56,0.0955,68.87,515.84,1.05,1.09,0.0553,29.54,3.66,0.285,0.00405156,19.75,1.15,0.0027407,26.55,4787.0,25.78,0.1123,83.99,0.5103,0.5325,470.5,13.58,603.9,1.5742,7.942,5.4611,0.10349,4.365,
2024-04-26,569.92,3.12,6.3,22.22,11554.16,13.32,0.0963,63.27,487.39,0.9757,1.07,0.0555,29.95,3.73,0.285,0.00368352,18.65,1.22,0.00258168,29.51,4830.31,24.23,0.1109,81.32,0.5296,0.6206,469.0,12.987,593.0,1.6824,8.154,5.0506,0.11033,4.106,
2024-05-03,564.3,3.01,6.17,18.53,11157.7,12.66,0.1019,60.32,453.36,0.9562,1.12,0.0605,31.39,3.62,0.2784,0.0035746,17.91,1.08,0.00227911,27.13,4993.09,23.5,0.1048,81.41,0.4993,0.5346,433.0,11.721,595.6,1.608,8.115,4.2072,0.10868,3.668,
2024-05-10,555.39,3.38,6.12,18.01,10724.3,13.32,0.0972,58.46,420.16,0.8345,1.17,0.0549,27.52,3.44,0.2931,0.00342038,17.78,1.13,0.00243295,25.76,5248.11,24.15,0.1055,82.4,0.5096,0.5077,484.9,12.616,578.0,1.7895,7.861,4.81,0.11102,3.262,
2024-05-17,576.39,3.12,5.67,19.44,10952.31,12.83,0.0895,58.44,356.75,0.8285,1.13,0.0552,26.6,2.81,0.3035,0.00369371,16.79,1.15,0.00253511,25.28,4981.54,24.83,0.1086,83.9,0.5283,0.5212,484.0,12.051,602.1,1.7853,7.902,6.758,0.10684,5.099,
2024-05-24,563.3,3.18,5.63,19.05,10858.26,12.83,0.0938,53.49,346.14,0.7963,1.07,0.0562,27.82,2.61,0.2978,0.00349897,15.6,1.13,0.00255441,22.35,5125.54,24.23,0.1051,83.11,0.5135,0.4853,458.3,11.86,601.5,1.6726,8.211,5.849,0.09931,4.537,
2024-05-31,592.89,3.24,4.83,19.48,10362.72,12.84,0.094,55.75,358.01,0.8475,1.09,0.0582,24.77,2.58,0.2817,0.003464,14.57,1.01,0.00262007,21.66,5028.79,27.81,0.0999,80.49,0.4986,0.4469,474.6,11.029,676.8,1.6744,8.522,5.361,0.09145,4.066,
2024-06-07,572.47,3.15,4.47,20.3,10179.12,12.95,0.092,55.88,357.37,0.8025,1.17,0.0549,24.6,2.56,0.278,0.0035532,15.01,1.03,0.00262162,21.89,5323.28,25.06,0.0992,78.98,0.4891,0.429,428.4,9.62,610.7,1.765,8.598,5.728,0.08637,3.982,
2024-06-14,586.16,3.47,4.33,20.09,10932.64,13.15,0.0944,53.08,358.25,0.8464,1.16,0.0526,23.84,2.62,0.2894,0.00339483,14.84,0.9842,0.0025889,20.69,5086.46,20.26,0.0896,73.37,0.4797,0.3595,381.1,7.887,585.1,1.4561,7.633,5.67,0.07636,3.224,
2024-06-21,567.73,3.39,4.24,18.74,9677.07,11.79,0.0901,52.09,347.58,0.8441,1.16,0.0541,21.35,2.75,0.2467,0.00341999,13.69,1.03,0.00266535,21.28,5359.8,23.53,0.0913,75.31,0.4761,0.3539,394.0,8.171,577.6,1.7742,7.901,5.066,0.0767,3.084,
2024-06-28,525.23,3.41,4.41,16.56,10139.69,11.33,0.0881,52.61,351.44,0.8248,1.11,0.0489,20.19,2.73,0.2265,0.00373341,11.9,0.8803,0.00277242,22.2,5025.52,18.62,0.0839,62.05,0.4195,0.2974,312.7,6.922,498.3,1.5515,6.672,3.593,0.06463,1.903,
2024-07-05,499.89,3.04,4.23,15.62,9579.19,11.08,0.0882,50.21,389.93,0.766,1.04,0.0465,18.58,2.75,0.2241,0.00359927,11.01,0.9052,0.00279496,21.77,5055.61,21.64,0.1046,69.92,0.5205,0.3194,376.6,8.623,536.2,1.8467,7.272,4.22,0.07211,2.132,
2024-07-12,451.94,2.93,4.0,15.08,9006.78,10.22,0.0837,48.25,370.66,0.6397,1.01,0.0443,17.58,2.57,0.2106,0.00380394,10.14,0.9014,0.0027062,21.61,4605.52,27.47,0.1054,73.98,0.5984,0.3601,401.3,10.722,598.7,2.6817,7.872,4.48,0.07471,2.482,
2024-07-19,412.31,2.62,3.59,14.46,9031.01,10.24,0.0811,48.7,383.15,0.7106,0.8949,0.0437,17.17,2.42,0.1997,0.0035612,9.5,0.886,0.00276638,22.51,4466.6,24.22,0.1003,71.07,0.6012,0.3364,416.8,9.346,580.4,2.408,7.69,3.806,0.06757,2.13,
2024-07-26,406.27,2.67,3.72,14.6,9186.95,9.8,0.0742,48.99,376.65,0.7334,0.8808,0.043,16.99,2.42,0.1947,0.00333921,8.6,0.8892,0.00281123,20.41,4611.93,17.65,0.0882,62.46,0.5228,0.2816,332.5,7.328,501.7,1.624,6.725,2.44,0.0553,1.371,
2024-08-02,414.28,2.73,3.73,15.57,9029.22,9.47,0.0684,47.51,389.45,0.735,0.8355,0.0403,17.01,2.57,0.184,0.00332638,8.32,0.9857,0.00286548,18.65,4925.14,17.66,0.0978,59.73,0.5528,0.315,330.2,6.826,520.4,1.732,7.051,2.504,0.05263,1.329,
2024-08-09,402.26,2.55,3.5,16.21,9188.48,9.38,0.0662,50.31,349.11,0.766,0.8118,0.0406,17.87,2.48,0.1973,0.00324824,9.26,0.9808,0.00288491,20.15,4921.39,17.85,0.0935,66.33,0.5631,0.2934,333.1,7.149,538.9,1.691,7.306,2.927,0.05311,1.384,
2024-08-16,358.3,2.46,3.55,17.1,9438.63,10.44,0.0637,49.3,351.72,0.7915,0.7936,0.0402,19.12,2.35,0.1831,0.00348798,6.64,0.8898,0.00285546,17.46,4880.99,22.37,0.1009,64.82,0.6,0.3241,356.3,8.513,575.4,1.837,7.841,3.388,0.05896,1.664,
2024-08-23,329.11,2.36,3.59,16.97,10056.18,9.89,0.0611,48.01,358.29,0.7244,0.8132,0.0393,21.56,2.42,0.1788,0.00359817,6.84,0.9149,0.00267972,17.75,4886.7,16.43,0.0899,63.59,0.5472,0.2654,312.7,7.191,520.4,1.44,7.354,2.942,0.04797,1.234,
2024-08-30,326.89,2.48,3.21,16.37,9986.29,10.04,0.0607,49.19,329.61,0.7265,0.8345,0.0378,20.97,2.39,0.1827,0.00380379,7.25,0.8873,0.00260321,18.35,5196.03,16.25,0.0899,60.95,0.5295,0.2633,305.4,7.413,491.4,1.473,7.37,2.765,0.04948,1.299,
2024-09-06,341.28,2.6,3.04,16.83,9830.31,10.46,0.055,50.34,305.57,0.7402,0.8452,0.0405,20.57,2.37,0.1939,0.00365827,6.56,0.9148,0.00259754,18.45,5248.09,18.66,0.0951,63.24,0.5706,0.2691,316.4,8.326,561.5,1.461,8.018,3.276,0.0501,1.291,
2024-09-13,352.88,2.48,3.04,16.96,9599.57,11.18,0.0564,50.9,303.57,0.7547,0.8181,0.0394,21.28,2.37,0.2019,0.003582,6.6,0.9425,0.00251518,20.19,5328.84,21.69,0.0961,68.68,0.5871,0.3176,342.6,8.248,580.7,1.518,8.71,4.095,0.05377,1.468,
2024-09-20,369.98,2.71,3.35,19.37,9241.6,11.78,0.0569,51.49,288.36,0.8436,0.7677,0.0372,21.09,2.47,0.2269,0.00342494,7.41,0.9588,0.00248627,20.25,5314.39,23.24,0.1017,69.27,0.6412,0.3562,352.6,9.537,597.1,1.92,9.033,4.344,0.06139,1.765,
2024-09-27,385.34,2.9,3.19,20.59,9605.49,11.82,0.0582,51.28,273.53,0.8468,0.8561,0.0377,22.09,2.5,0.253,0.00316234,7.13,1.01,0.00248629,20.82,5712.27,20.76,0.0923,67.02,0.5336,0.3436,324.6,8.522,567.6,1.812,8.698,3.879,0.05428,1.471,
2024-10-04,394.05,2.82,3.36,23.34,9864.17,12.23,0.0557,57.67,274.4,0.9409,0.8734,0.0384,23.94,2.56,0.2863,0.00316755,7.95,1.11,0.00257161,22.92,6333.47,20.33,0.0905,64.8,0.5321,0.3308,321.3,7.921,567.1,1.844,9.132,4.062,0.05127,1.488,
2024-10-11,388.16,2.95,3.66,22.3,10725.74,13.17,0.0497,64.74,296.5,1.03,0.9793,0.0411,27.63,2.75,0.2758,0.00325012,8.83,1.05,0.00287454,22.79,6879.67,22.17,0.0972,74.3,0.5482,0.3554,369.9,8.348,599.3,2.457,9.081,5.035,0.05594,1.747,0.0139996
2024-10-18,417.7,3.14,3.39,26.1,11434.43,14.81,0.0458,63.63,319.14,1.04,1.07,0.0427,31.04,2.79,0.3078,0.00335736,8.82,1.21,0.00295476,23.77,7144.26,18.99,0.0943,71.06,0.5168,0.3105,352.2,7.797,587.6,3.483,8.672,4.512,0.04891,1.415,0.0137717
2024-10-25,428.78,3.29,4.0,29.31,12581.57,14.9,0.0441,64.3,316.88,1.14,1.13,0.0441,32.56,2.92,0.3306,0.00374489,10.07,1.15,0.00316224,24.92,7127.36,16.88,0.0906,66.86,0.503,0.2753,340.1,7.184,552.1,3.336,8.384,4.403,0.04285,1.268,0.0127766
2024-11-01,432.53,3.7,3.94,31.2,14033.91,15.93,0.0431,72.65,323.49,1.25,1.21,0.0479,34.6,3.12,0.3758,0.00364031,11.11,1.24,0.00318707,27.93,7832.75,25.75,0.1084,76.58,0.5884,0.3355,441.3,9.001,640.2,5.404,9.569,5.389,0.05489,1.819,0.0394925
2024-11-08,421.35,4.17,4.51,36.02,14441.62,16.56,0.0402,64.48,330.51,1.21,1.33,0.0441,41.99,3.42,0.3874,0.00360526,10.65,1.29,0.0032326,28.96,7695.4,24.55,0.1964,87.2,1.0543,0.3421,433.1,8.986,625.0,5.868,9.655,5.164,0.0902,1.548,0.0372739
2024-11-15,469.1,4.54,4.3,37.05,15476.32,18.88,0.0418,66.49,362.25,1.32,1.38,0.0439,43.11,3.67,0.4278,0.00322612,11.72,1.38,0.00329199,31.89,7254.31,28.43,0.5362,96.92,1.4331,0.4147,515.2,11.642,642.7,6.122,11.417,5.418,0.14697,2.204,0.0405599
2024-11-22,462.59,4.39,4.7,42.11,16143.76,19.23,0.0385,65.7,385.01,1.32,1.46,0.0458,49.71,3.98,0.4652,0.0031734,13.71,1.38,0.00374996,32.71,7742.27,29.99,0.5607,119.55,2.2937,0.4978,532.0,12.771,662.3,5.271,11.602,5.847,0.20846,2.533,0.0831183
2024-11-29,492.12,4.27,4.7,40.56,16424.39,22.09,0.0397,67.57,426.6,1.39,1.48,0.0471,56.59,4.27,0.4327,0.00323583,13.93,1.45,0.0037622,34.22,7903.54,33.27,0.4931,134.91,2.6013,0.5119,622.3,14.573,740.3,4.987,13.026,6.742,0.3329,2.96,0.128633
2024-12-06,478.39,4.51,4.86,45.16,16657.63,21.74,0.0397,66.17,477.76,1.37,1.64,0.0514,54.09,4.23,0.4375,0.00339081,14.47,1.55,0.00390293,36.47,8007.29,28.59,0.4304,121.11,2.4469,0.4267,546.2,13.194,716.4,5.427,13.56,6.167,0.29618,2.767,0.178894
2024-12-13,486.91,4.56,5.03,47.51,16119.56,20.97,0.0379,69.33,496.48,1.42,1.65,0.0506,56.63,4.33,0.4171,0.00339167,17.3,1.43,0.00421296,37.97,7760.43,20.42,0.3564,99.78,2.2031,0.3525,445.8,9.928,656.8,4.329,12.866,4.947,0.26551,1.951,0.15021
2024-12-20,479.42,5.01,5.09,45.13,15489.79,21.41,0.0339,68.36,487.89,1.41,1.59,0.0448,61.38,4.41,0.4562,0.00322646,18.92,1.52,0.00427867,38.3,7740.5,20.31,0.3382,98.51,2.0942,0.3607,439.1,10.154,710.7,4.902,16.03,5.274,0.27869,1.98,27.47
2024-12-27,490.41,4.88,5.66,45.38,14198.43,22.77,0.0322,73.03,479.21,1.4,1.65,0.0442,63.73,4.05,0.4525,0.00288541,17.42,1.58,0.00425798,40.4,7815.93,25.41,0.4407,115.72,2.3994,0.4309,470.9,12.121,708.3,5.728,18.071,5.381,0.30122,2.376,24.443
2025-01-03,494.81,5.01,5.34,47.4,15395.81,22.75,0.0277,79.23,475.12,1.43,1.6,0.0473,59.76,4.02,0.4418,0.00264186,15.36,1.32,0.00452775,38.63,7714.86,20.84,0.4224,102.34,2.5046,0.4019,447.9,10.229,695.2,4.666,18.405,3.955,0.27809,1.862,21.106
2025-01-10,475.98,4.84,5.44,47.38,15050.78,23.29,0.0244,68.78,498.67,1.52,1.62,0.0507,58.25,3.77,0.4488,0.00245493,15.5,1.38,0.004812,38.23,7532.97,20.69,0.4332,115.57,2.9587,0.3427,427.7,9.893,698.2,6.437,19.96,3.669,0.32629,1.79,20.457
2025-01-17,523.66,4.5,5.08,49.29,15411.89,24.54,0.0234,69.09,479.02,1.63,1.58,0.0506,51.97,3.8,0.4053,0.00252879,15.09,1.38,0.00481748,39.66,8152.39,20.14,0.4063,117.11,3.0223,0.331,425.2,8.807,685.0,7.151,24.794,3.668,0.32321,1.669,22.185
2025-01-24,516.52,4.09,5.01,52.43,14675.8,25.56,0.0208,66.72,481.34,1.67,1.62,0.047,49.21,3.6,0.398,0.0025475,14.43,1.46,0.00466323,38.8,7409.99,15.52,0.354,109.12,2.58,0.2678,360.4,7.487,645.9,5.641,21.25,2.675,0.25301,1.177,22.375
2025-01-31,457.97,3.81,4.25,50.27,14612.6,26.17,0.0199,64.22,491.97,1.79,1.7,0.0466,46.81,3.85,0.3781,0.00243536,14.47,1.46,0.00442485,35.19,7563.88,13.72,0.314,107.2,2.3928,0.2505,324.5,6.95,624.5,4.723,21.15,3.181,0.22922,1.115,22.988
2025-02-07,449.88,4.02,4.06,45.0,14474.73,23.2,0.0199,62.78,506.97,1.78,1.63,0.0452,46.2,3.86,0.3812,0.00227623,13.45,1.35,0.00414564,36.48,7514.23,14.9,0.3426,125.71,2.7283,0.3971,326.3,6.996,681.3,4.936,23.223,3.547,0.22009,1.097,26.816
